;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Toman;Hřib;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Wilderse;Nováková;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Hitler;Pellegrini;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Klaus ml;Čunek;Blaško;Mynář;Kramář;Zaorálek;Jaklo;Novotný;Mayová;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Pospíšil;Smoljak;Metnar;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Doležal;Horák;Němec;Jágr;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Hlubuček;Cook;Kovanda;Kobza;M;Koudelka;Heydrich;Morawieckiego;Středula;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;B;Bárta;Výborný;Mátl;Bettel;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Adamowicz;Trestík;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Bělobrádek;Poche;Ovčáček;Nečas;Gregorová;Szijjártó;Opletal;Bartha;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;Janda;Rath;May;Zelenský;Konečná;Špidlík;Vondra;Špidla;Kuciak;Plenković;Albright;Navrátil;Schäuble;Balda;Šarocha;Brežněv;Gazdík;Farský;Zikmund;Lukl;Kovář;Brada;Paroubek;Šaroch;Stehlík;Giuliani;Jakeš;Jílková;Vestager;Závodský;Winton;Guaidó;Vorlíček;Adamová;Pekarová;Vildumetzová;Michel;Štětina;Kraus;Kundera;Poc;Čunka;Kroupa;Burešová;Suchý;Šefčovič;Majerová;Kretschmer;Hus;Topolánek;H;Palacký;Bartošek;Farewell;Lhoťan;kurz;Juchelka;Luzar;Václavec;Tesař;Erdoğan;Charanzov;Macháčkem;Reagan;Dlouhý;Pokorný;Pithart;Zaeva;Seluckou;Gross;Verhofstadt;Hanuš;Fico;Ćwioro;Míle;Dobšík;Lux;Fajt;Onderka;Krutílek;Chauhan;Mitrofanova;Horská;Grospič;Cimrman;Diallo;Mrázek;Strache;Pík;Charvát;Bradáčová;Benešův;Fridrich;Stránský;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Zelenskym;Koněvovi;Dancilaovou;Gerlocha;Dienstbier;Růžička;Burlac
B;0,01105;0;0,02579;0,02731;0,02858;0,02869;0;0;0,0342;0;0;0;0;0;0;0,04233;0,04268;0;0,04377;0;0;0;0;0;0;0,04762;0;0,04915;0;0,04969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06804;0;0,06804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11111;0;0;0;0;0;0;0;0,11785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bárta;0,0221;0;0,07738;0;0,05717;0,08607;0;0,06601;0;0;0,03637;0;0;0;0;0;0,12804;0,04303;0,04377;0;0,04623;0,04623;0;0,04714;0;0;0;0,09829;0,09938;0,04969;0;0;0;0;0;0;0;0;0,1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13333;0;0;0;0;0,06804;0;0;0;0;0;0;0;0;0,14548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08333;0;0;0,08333;0;0;0;0;0,17817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1005;0;0;0;0;0;0;0;0;0;0;0;0,10541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12599;0;0;0;0,12599;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0,14907;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Výborný;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mátl;0,0221;0;0,05159;0;0,05717;0,05738;0;0;0,0342;0;0;0;0;0,042;0;0,04233;0,04268;0,04303;0;0;0,04623;0;0;0;0;0,09524;0;0,04915;0,04969;0,04969;0;0;0;0;0,05407;0;0;0;0;0;0;0;0;0;0;0;0,06415;0;0;0;0;0;0,06667;0;0;0;0;0;0,0695;0;0;0;0;0;0;0;0;0;0,07454;0;0,07454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08909;0;0;0;0,08909;0;0,08909;0;0,08909;0;0;0;0;0;0;0;0;0;0,1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bettel;0,01105;0,01667;0,02579;0;0;0,02869;0;0;0,0342;0;0,03637;0;0;0;0;0;0,04268;0;0;0;0;0,04623;0;0,04714;0;0;0;0;0,04969;0;0;0,0527;0;0;0,05407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06804;0;0;0;0;0;0;0;0,07107;0;0;0,07274;0,07274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08607;0;0;0;0;0;0;0;0,08909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0,13608;0;0;0;0;0;0;0;0,27217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0
Rozner;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Farage;0,01105;0,01667;0;0,02731;0;0;0,06356;0;0;0;0,03637;0,08145;0;0,08399;0;0;0;0,04303;0;0;0;0,09245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07454;0,07647;0;0;0;0,07857;0;0;0,15713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baxa;0;0,03333;0;0;0;0;0;0;0;0;0,03637;0;0;0;0;0;0;0;0;0;0;0;0;0,04714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gottem;0;0;0;0;0,02858;0;0;0,033;0;0;0;0;0;0;0;0;0;0;0,26261;0;0;0;0;0;0;0;0;0;0;0;0,0527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Benda;0,01105;0,01667;0;0;0;0;0;0;0;0;0,03637;0;0;0,042;0;0;0;0;0;0;0;0;0;0,04714;0;0;0;0;0;0,04969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07107;0;0;0;0;0;0;0;0;0;0;0;0;0,07857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pavel;0;0,01667;0;0;0;0;0;0;0;0;0,03637;0;0;0,042;0;0;0;0;0;0;0;0;0;0,04714;0;0;0;0;0;0,04969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,11111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14907;0;0;0;0;0;0;0;0;0;0;0;0;0
š;0,03516;0;0;0;0;0;0;0,03501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tošenovský;0;0;0;0;0;0,03043;0;0;0,03627;0;0;0;0,04352;0;0;0,0449;0,04527;0;0;0;0;0;0,04951;0;0;0;0;0;0;0,0527;0,0559;0;0;0;0;0;0;0,05812;0;0;0;0;0;0;0;0,26726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29488;0;0;0,30861;0;0,07715;0,23146;0;0;0,07906;0;0;0;0,24333;0;0;0;0,08333;0;0;0;0;0;0;0;0;0;0,35355;0,26517;0;0;0,36515;0;0;0;0;0;0;0;0;0;0;0;0,29417;0;0;0,09806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1066;0;0;0;0;0;0;0;0;0;0;0;0,33541;0;0,35355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,375;0;0,125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40089;0;0;0;0;0;0,13363;0;0;0;0;0;0;0;0;0;0,40089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,43301;0;0,14434;0,15811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,15811;0;0;0;0;0;0;0;0;0;0;0
Pupavová;0;0;0;0,14482;0;0;0,20226;0;0;0;0;0,25916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40687;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5534;0;0;0;0;0;0;0;0;0,58333;0;0;0;0;0,60025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20412;0;0;0;0;0,7462;0,7462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,82496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,875;0,875;0,875;1;0;0;0;0;0;0;0;0;0;0;0;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DICKFELD;0;0;0;0,14482;0;0;0,20226;0;0;0;0;0,25916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40687;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5534;0;0;0;0;0;0;0;0;0,58333;0;0;0;0;0,60025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20412;0;0;0;0;0,7462;0,7462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,875;0;0,875;0,875;0,875;0;0;0;0;0;0;0;0;0;0;0;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lukeš;0;0;0;0,14482;0;0;0,20226;0;0;0,0379;0;0,25916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40687;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5534;0;0;0;0;0;0;0;0;0,58333;0;0;0;0;0,60025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,20412;0;0;0;0;0,7462;0,7462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,82496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,875;0,875;0;0,875;0,875;0;0;0;0;0;0;0;0;0;0;0;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pošarová;0;0;0;0,14482;0;0;0,20226;0;0;0;0;0,25916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,40687;0;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5534;0;0;0;0;0;0;0;0;0,66667;0;0;0;0;0,60025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09449;0;0;0;0;0;0;0;0;0,20412;0;0;0;0;0,7462;0,7462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,82496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,875;0,875;0,875;0;0,875;0;0;0;0;0;0;0;0;0;0;0;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0,93541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,13363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
