;Babiš;Zeman;Schillerová;Okamura;Hamáček;Havlíček;Salvini;Maláčová;Havel;Trump;Klaus;Le Pen;Merkelová;Orbán;Kalousek;Brabec;Vojtěch;Jourová;Gott;Putin;Masaryk;Johnson;Macron;Fiala;Hřib;Toman;Juncker;Kreml;Dostálová;Benešová;Petříček;Palach;von der Leyen;Kubera;Plaga;Čaputová;Soros;David;Ťok;Soukup;Moravec;Staněk;Nováková;Wilderse;Sobotka;Zahradil;Michálek;Šmarda;Koněv;Bartoš;Erdogan;Pellegrini;Hitler;Dvořák;Vondráček;Morawiecki;Staňka;Beneš;Novák;Filip;Horáková;Charanzová;Faltýnek;Feri;Šojdrová;Schwarzenberg;Dzurilla;Dlabajová;Scheinherr;Hrnčíř;Hlaváček;Makron;Vystrčil;Kellner;Zdechovský;Volný;Blaško;Čunek;Mynář;Kramář;Zaorálek;Jaklo;Mayová;Novotný;Skopeček;Duka;Komenský;Polčák;Svoboda;Ondráček;Válková;Smoljak;Pospíšil;Metnar;Klaus ml;Thunberg;Timmermans;Prouza;Hnilička;Němcová;Nacher;černý;Baťa;Rakušan;Niedermayer;Čižinský;Chramostová;Tusk;Gajdůšková;Dostál;Wilder;Czernin;Bakala;Foldyna;Opat;Jágr;Doležal;Horák;Němec;Stalin;Veselý;Juříček;Jerman;Peksa;Lasvignes;Cook;Hlubuček;Kovanda;Kobza;M;Heydrich;Koudelka;Středula;Morawieckiego;Kněžínek;Telička;Stanjura;Sehnalová;Schubert;Weber;Bettel;Bárta;B;Výborný;Mátl;Rozner;Farage;Baxa;Gottem;Benda;Pavel;P;š;Tošenovský;Pupavová;DICKFELD;Lukeš;Pošarová;Čermák;Zima;Jarolím;Valenta;Semín;král;Ježek;Rychetský;Kolaja;Trestík;Adamowicz;Bělobrádek;Jakl;Dopita;Běrsko;Hahnová;Henner;Paul;Vašíček;Vostenak;Mitterwald;NOS;Schmeidler;Poche;Ovčáček;Nečas;Bartha;Szijjártó;Gregorová;Opletal;Hilšer;Sáblíková;Jelínek;Zažímalová;Arajma;May;Janda;Rath;Zelenský;Konečná;Špidlík;Vondra;Špidla;Plenković;Kuciak;Albright;Schäuble;Navrátil;Brežněv;Balda;Šarocha;Gazdík;Farský;Zikmund;Lukl;Brada;Paroubek;Kovář;Šaroch;Stehlík;Jakeš;Závodský;Giuliani;Jílková;Vestager;Vorlíček;Winton;Guaidó;Michel;Adamová;Pekarová;Vildumetzová;Štětina;Kraus;Kundera;Čunka;Poc;Kroupa;Burešová;Kretschmer;Hus;Topolánek;Šefčovič;Suchý;Majerová;H;Palacký;Bartošek;kurz;Juchelka;Farewell;Tesař;Václavec;Lhoťan;Macháčkem;Luzar;Dlouhý;Reagan;Fico;Lux;Pithart;Erdoğan;Charanzov;Zaeva;Pokorný;Seluckou;Horská;Pík;Gross;Verhofstadt;Hanuš;Ćwioro;Dobšík;Fajt;Krutílek;Míle;Onderka;Grospič;Cimrman;Diallo;Chauhan;Mrázek;Charvát;Mitrofanova;Strache;Bradáčová;Stránský;Benešův;Fridrich;Švejk;Vrecion;Čapka;Polák;Semína;Robinson;Koněvovi;Zelenskym;Gerlocha;Dancilaovou;Dienstbier;Růžička;Burlac
Volný;6E-05;0,00014;0;0,00075;0;0;0,00051;0;0;0;0;0,00083;0,00084;0,00088;0;0;0;0;0;0;0;0;0,00109;0,00222;0;0;0;0;0;0;0;0;0;0;0;0;0,0015;0,0015;0;0;0,00159;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00309;0;0;0;0;0;0;0;0,00327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blaško;6E-05;0,00014;0;0,00224;0;0;0,00455;0;0;0;0;0,00746;0,00168;0,00176;0;0;0;0,00093;0;0;0;0;0,00109;0;0;0;0,00118;0;0;0;0;0;0,00142;0;0;0;0;0,02402;0;0;0;0;0;0,01042;0;0,00198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00242;0;0;0,00265;0;0;0;0;0,01944;0,00278;0,00585;0;0;0,00292;0,00309;0;0;0;0;0;0;0;0,02288;0;0;0;0,00694;0;0;0;0;0,0037;0;0;0;0,00397;0;0;0;0;0,00397;0;0;0,00427;0;0;0;0;0;0,00926;0;0;0;0;0;0,03535;0,03535;0;0;0;0;0;0,0101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04321;0;0;0;0;0;0;0;0,01235;0;0;0;0;0;0;0,00694;0,04861;0,04861;0,04861;0,05556;0,04861;0;0;0;0;0;0;0;0,01389;0;0;0;0,00794;0,05556;0,05556;0,05556;0,05556;0,05556;0,05556;0,05556;0,05556;0,05556;0,05556;0;0;0;0;0;0,00794;0;0;0;0;0;0;0;0;0;0;0,00794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0
Čunek;0;0;0,00033;0;0;0,00082;0;0;0;0;0;0;0;0,00176;0;0;0,00182;0;0;0;0;0;0;0;0;0,00113;0;0,00121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222;0;0;0;0;0;0;0;0;0;0,00242;0;0;0;0;0;0,00265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mynář;6E-05;0,00042;0;0,00075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00111;0;0;0;0;0;0,00123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00505;0;0;0,00265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kramář;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0019;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zaorálek;0,00026;0,00059;0,00106;0;0,00087;0,00044;0;0,00058;0;0;0,0007;0;0;0;0;0,00095;0;0,00098;0;0;0;0;0;0;0;0,0012;0;0,00128;0,00131;0,00131;0;0;0;0;0,00155;0;0;0;0;0;0;0,00368;0;0;0,0038;0;0;0,00436;0;0,00226;0;0;0;0;0;0;0,00245;0;0;0;0;0;0;0;0;0;0,0028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0042;0;0;0;0;0;0;0,0042;0;0;0;0;0;0,00452;0;0;0,0049;0;0;0;0;0;0;0;0;0;0;0;0;0,00535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jaklo;0;0;0;0;0,00043;0;0;0;0;0;0,0007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00452;0;0;0,00452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01471;0;0;0;0;0;0;0;0
Mayová;0;0;0;0;0;0,00044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00226;0;0;0;0;0,00125;0,00128;0,00131;0;0;0;0;0;0;0;0;0;0,00159;0;0;0;0,00184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00256;0;0;0;0;0,0028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0042;0;0;0;0;0;0;0,00452;0;0;0;0;0;0;0;0;0;0;0,00535;0;0;0;0;0;0,00588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novotný;0;0;0;0,00197;0;0;0,00321;0;0;0;0;0,00527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01113;0;0;0;0;0;0,01103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02059;0;0;0;0;0;0;0,02288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0,03743;0,03743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,04575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05147;0,05147;0,05147;0,05147;0,05147;0;0;0;0;0;0;0;0;0;0;0;0;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0,05882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Skopeček;0,00019;0;0;0;0;0;0;0;0;0;0,0007;0;0;0;0,0019;0;0;0;0;0;0,00113;0;0;0,00353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0021;0;0;0;0;0;0;0;0;0,00245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0031;0,00327;0;0;0;0;0;0;0;0;0;0,00368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00535;0;0;0;0;0;0,00588;0;0;0;0;0;0;0,00654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0;0,01176;0;0;0;0;0;0,01176;0,01176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Duka;0,00014;0;0,00037;0,00042;0,00092;0,00046;0;0,00061;0;0;0,00149;0;0;0;0;0;0,00102;0;0,00216;0;0,0012;0,0012;0;0,00125;0;0;0;0;0,00139;0;0;0;0;0;0;0;0;0;0,00169;0;0;0;0;0;0;0;0;0;0;0;0;0,0025;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00298;0;0;0;0;0;0;0;0;0,00329;0;0;0;0;0;0;0;0;0;0,00368;0;0;0;0;0;0;0;0;0;0,00446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00568;0;0;0;0;0;0;0;0;0;0;0;0,00625;0;0;0,00625;0;0;0;0;0;0;0,00694;0;0;0;0;0;0;0,00694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00893;0;0;0;0;0;0;0,00893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Komenský;7E-05;0;0,00037;0;0,00046;0,00046;0;0;0,00066;0;0;0;0;0;0;0,00101;0,00102;0;0,00108;0;0;0;0;0;0,00128;0;0;0,00136;0;0;0,00156;0;0;0;0;0,00329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0026;0;0,0026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00625;0;0;0;0;0;0;0;0;0;0;0;0;0,00694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125;0;0;0;0;0;0;0;0;0;0;0;0,01562;0;0;0;0;0;0;0;0;0
Polčák;0;0,00062;0;0;0;0,00046;0;0;0,00197;0;0,00149;0;0,00095;0;0;0,00101;0,00102;0;0;0;0;0;0,00123;0;0;0;0;0;0;0,00139;0,00156;0;0;0;0;0;0;0,00338;0;0;0;0;0;0;0;0,00893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01087;0;0;0,0119;0;0,00298;0,00893;0;0;0,00312;0;0;0;0,00987;0;0,00694;0;0;0;0;0;0;0;0;0;0;0;0,01172;0;0;0;0,01667;0;0;0;0;0;0;0;0;0;0;0,00481;0,01442;0;0;0,00481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00568;0;0;0;0;0;0;0;0;0;0;0;0,01875;0;0,02083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03125;0;0;0;0;0;0;0;0;0;0;0,02344;0;0,00781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02679;0;0;0,00893;0;0;0;0;0;0;0;0;0;0;0;0;0,02679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03125;0;0,01042;0;0,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125;0;0;0;0;0;0;0;0;0;0;0,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125;0;0;0;0;0;0;0;0;0;0;0
Svoboda;0;0;0,00037;0;0,00046;0,00093;0;0,00061;0,00066;0;0;0;0,00095;0;0;0,00101;0,00205;0;0;0;0;0;0,00123;0;0;0;0;0,00136;0;0,00278;0,00156;0;0;0,00164;0;0;0;0;0;0;0;0,00195;0;0;0;0,0067;0;0;0;0,0024;0;0,0025;0;0;0;0;0;0;0;0;0;0,00815;0;0;0,01786;0;0,00595;0,00893;0;0;0;0;0;0;0,01645;0;0;0;0;0;0;0;0;0;0;0;0;0,01172;0;0;0;0;0,0125;0,00446;0;0;0;0;0;0,00446;0;0;0;0;0,00962;0;0;0,00481;0,00481;0;0;0;0;0;0,00568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01875;0;0,02083;0;0;0;0,00694;0;0;0;0;0;0;0;0;0;0;0;0,02344;0;0;0;0;0;0;0;0;0;0;0,02344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02679;0;0;0,00893;0;0;0;0;0;0;0;0;0;0;0,00893;0;0,02679;0;0,00893;0;0;0;0;0;0;0;0;0;0,01042;0;0;0;0;0,01042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03125;0,01042;0,01042;0;0,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125;0;0;0;0;0;0;0;0;0;0;0,025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ondráček;7E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Válková;0,00015;0,0005;0,0008;0;0;0,00099;0;0;0,0007;0;0,00159;0;0;0,00106;0;0,00108;0,00219;0;0;0;0,00128;0;0;0,00267;0,00136;0;0;0,00145;0,00296;0,00296;0;0,00167;0;0;0,00351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00278;0;0;0;0;0;0;0;0,00303;0,00606;0;0,00317;0,00317;0;0;0,00333;0;0;0,00351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00476;0,00476;0;0;0;0;0;0;0;0;0,00556;0;0;0;0;0;0,00606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741;0;0;0;0;0;0;0;0;0,00741;0,00741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00952;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01333;0;0;0;0;0;0;0;0;0;0;0;0
Smoljak;0;0;0;0;0;0;0;0;0;0;0,00079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pospíšil;7E-05;0,00017;0,0004;0;0;0,00099;0;0;0,0007;0;0;0;0,00101;0,00106;0;0,00215;0,00219;0,00111;0;0;0;0;0,00131;0,00133;0,00136;0;0;0;0,00148;0,00148;0,00167;0;0,00171;0;0;0;0;0,0018;0;0;0;0;0;0;0;0,00952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01159;0;0;0,0127;0;0,00635;0,00952;0;0;0,00333;0;0;0;0,01053;0;0,0037;0;0;0;0;0;0;0;0;0;0;0,01667;0,0125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01538;0;0;0,00513;0;0;0;0,00556;0;0;0;0;0;0;0;0;0;0;0;0,00606;0;0;0;0;0;0;0;0;0;0;0,00667;0,02;0;0,02222;0;0,00741;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03333;0;0;0;0;0;0;0;0;0;0;0,025;0;0,00833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02857;0;0;0,00952;0;0;0;0;0;0;0;0;0;0;0;0;0,02857;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01111;0,01111;0,01111;0,03333;0;0,01111;0;0,01333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01333;0;0;0;0;0;0;0;0;0;0;0,01333;0;0;0;0;0;0;0;0;0;0;0;0,01333;0;0;0;0;0,01333;0;0;0;0;0;0;0;0;0;0;0
