n-gram,frekvence
projevu varoval omezováním svobody sociálními,1
varoval omezováním svobody sociálními sítěmi,1
omezováním svobody sociálními sítěmi vondráček,1
svobody sociálními sítěmi vondráček vyzval,1
sociálními sítěmi vondráček vyzval toleranci,1
neco role koneva bezprostredne behem,1
role koneva bezprostredne behem pražském,1
koneva bezprostredne behem pražském povstání,1
bezprostredne behem pražském povstání sporná,1
behem pražském povstání sporná klíčový,1
pražském povstání sporná klíčový vitezny,1
povstání sporná klíčový vitezny postup,1
sporná klíčový vitezny postup rudé,1
klíčový vitezny postup rudé armady,1
vitezny postup rudé armady cele,1
postup rudé armady cele valce,1
dokud nebude jasné financování jednotlivých,1
nebude jasné financování jednotlivých částí,1
jasné financování jednotlivých částí systému,1
financování jednotlivých částí systému krytí,1
