n-gram,frekvence
příjmy důchodového systému jeho udržitelnost,1
důchodového systému jeho udržitelnost paní,1
systému jeho udržitelnost paní ministryně,1
jeho udržitelnost paní ministryně maláčová,1
udržitelnost paní ministryně maláčová neobjevila,1
paní ministryně maláčová neobjevila ropný,1
ministryně maláčová neobjevila ropný vrt,1
maláčová neobjevila ropný vrt kterém,1
neobjevila ropný vrt kterém nikdo,1
ropný vrt kterém nikdo neví,1
